lat1,lon1,lat2,lon2,weight,type
40.799075,-73.951822,40.660365,-73.979493,15.599091,New_Connection
40.799075,-73.951822,40.726523,-73.852719,11.608117,New_Connection
40.799075,-73.951822,40.777891,-73.951787,2.355555,New_Connection
40.799075,-73.951822,40.711396,-73.889601,11.068840,New_Connection
40.799075,-73.951822,40.764629,-73.966113,4.014775,New_Connection
40.799075,-73.951822,40.603995,-73.755405,27.289110,New_Connection
40.799075,-73.951822,40.706607,-73.922913,10.566397,New_Connection
40.799075,-73.951822,40.639967,-73.948411,17.694338,New_Connection
40.799075,-73.951822,40.816104,-73.896435,5.031513,New_Connection
40.799075,-73.951822,40.744587,-73.930997,6.307478,New_Connection
40.799075,-73.951822,40.742878,-73.992821,7.139182,New_Connection
40.799075,-73.951822,40.884667,-73.900870,10.437993,New_Connection
40.799075,-73.951822,40.671987,-73.964375,14.171065,New_Connection
40.799075,-73.951822,40.811109,-73.952343,1.338838,New_Connection
40.799075,-73.951822,40.810476,-73.926138,2.506072,New_Connection
40.799075,-73.951822,40.597473,-73.979137,22.535080,New_Connection
40.799075,-73.951822,40.820948,-73.890549,5.701595,New_Connection
40.799075,-73.951822,40.847391,-73.939704,5.468401,New_Connection
40.799075,-73.951822,40.719318,-74.006886,10.008038,New_Connection
40.799075,-73.951822,40.862803,-73.901034,8.274871,New_Connection
40.799075,-73.951822,40.745494,-73.988691,6.718348,New_Connection
40.799075,-73.951822,40.742454,-73.882017,8.613608,New_Connection
40.799075,-73.951822,40.708359,-73.957757,10.099539,New_Connection
40.799075,-73.951822,40.845900,-73.910136,6.278027,New_Connection
40.799075,-73.951822,40.864621,-73.918822,7.799293,New_Connection
40.799075,-73.951822,40.799446,-73.968379,1.394295,New_Connection
40.799075,-73.951822,40.785672,-73.951070,1.491690,New_Connection
40.799075,-73.951822,40.672097,-73.835919,17.167393,New_Connection
40.799075,-73.951822,40.613501,-74.000610,21.040698,New_Connection
40.799075,-73.951822,40.779492,-73.955589,2.200503,New_Connection
40.799075,-73.951822,40.857192,-73.867615,9.589538,New_Connection
40.799075,-73.951822,40.803967,-73.966847,1.376709,New_Connection
40.799075,-73.951822,40.775036,-73.912034,4.285552,New_Connection
40.799075,-73.951822,40.583591,-74.103338,27.153367,New_Connection
40.799075,-73.951822,40.830135,-73.938209,3.638758,New_Connection
